Feature ID,Feature Name,Cluster 1 Mean Counts,Cluster 1 Log2 fold change,Cluster 1 Adjusted p value,Cluster 2 Mean Counts,Cluster 2 Log2 fold change,Cluster 2 Adjusted p value
ENSMUSG00000051951,Xkr4,0.07667060770659004,-0.46445309732312623,0.24850606540943487,0.10527107767829891,0.46445309732312623,0.24850606540943487
ENSMUSG00000089699,Gm1992,0.0009237422615251813,-0.8369301343739242,1.0,0.0012384832668035166,0.8369301343739242,1.0
ENSMUSG00000025900,Rp1,0.0,-3.4218926350950802,0.07399322148662374,0.00371544980041055,3.4218926350950802,0.07399322148662374
ENSMUSG00000025902,Sox17,0.09422171067556849,-0.9022838723680238,0.005906961791424702,0.17586462388609936,0.9022838723680238,0.005906961791424702
ENSMUSG00000033845,Mrpl15,1.3352694390346496,0.4177477191042426,0.18395041494453898,0.9994559963104379,-0.4177477191042426,0.18395041494453898
ENSMUSG00000025903,Lypla1,0.6812599178748212,0.06666538167301317,0.9571809715186651,0.6502037150718463,-0.06666538167301317,0.9571809715186651
ENSMUSG00000104217,Gm37988,0.0009237422615251813,0.16306986562607584,1.0,0.0,-0.16306986562607584,1.0
ENSMUSG00000033813,Tcea1,1.6373331585533837,0.243379712960418,0.4702200698252317,1.3833858090195281,-0.243379712960418,0.47022006982517806
ENSMUSG00000002459,Rgs20,0.5519360012612958,0.31426900527997315,0.384553170612936,0.44337700951565895,-0.31426900527997315,0.384553170612936
ENSMUSG00000033793,Atp6v1h,3.369811770043861,0.7168372161054761,0.008670475644033324,2.0509282898266235,-0.7168372161054761,0.008670475644033324
ENSMUSG00000025905,Oprk1,0.18059161212817293,1.0029926501401105,0.004536348737089844,0.0891707952098532,-1.0029926501401105,0.004536348737089844
ENSMUSG00000033774,Npbwr1,0.0295597523688058,1.6004751779333741,0.01158902042704982,0.008669382867624616,-1.6004751779333741,0.01158902042704982
ENSMUSG00000025907,Rb1cc1,1.6604267150915133,0.16628299622126175,0.6650188679760387,1.4799875038302024,-0.16628299622126175,0.6650188679760387
ENSMUSG00000090031,4732440D04Rik,0.019860458622791396,-0.35477843923654273,0.7238312365955455,0.02476966533607033,0.35477843923654273,0.7238312365955455
ENSMUSG00000087247,Alkal1,0.0009237422615251813,0.16306986562607584,1.0,0.0,-0.16306986562607584,1.0
ENSMUSG00000033740,St18,0.13948508149030237,-1.2285672010726911,2.042564738154086e-05,0.3269595824361284,1.2285672010726911,2.042564738154086e-05
